受渡日,時刻コード,システムプライス(円/kWh),Hokkaido,Tohoku,Tokyo,Chubu,Hokuriku,Kansai,Chugoku,Shikoku,Kyushu
2024/10/12,4,11.01,12.2,12.2,12.2,10.06,9.18,9.18,9.18,9.18,9.18
2024/10/12,5,11.01,12.04,12.04,12.04,9.14,9.14,9.14,9.14,9.14,9.14
2024/10/12,6,11.24,12.22,12.22,12.22,10.07,10.07,10.07,10.07,10.07,10.07
2024/10/12,7,11.57,12.34,12.34,12.34,10.65,10.65,10.65,10.65,10.65,10.65
2024/10/12,8,11.8,12.6,12.6,12.6,11,11,11,11,11,11
2024/10/12,9,12.15,14,14,14,11.12,11.12,11.12,11.12,11.12,11.12
2024/10/12,10,12.31,14.39,14.39,14.39,11.31,11.31,11.31,11.31,11.31,11.31
2024/10/12,11,12.44,13.75,13.75,13.75,12.07,12.07,12.07,12.07,12.07,12.07
2024/10/12,12,12.41,13.51,13.51,13.51,13.51,11.5,11.5,11.5,11.5,11.5
2024/10/12,13,12.12,12.97,12.97,12.97,12.29,11.65,11.65,11.65,11.65,11.65
2024/10/12,14,11.1,11.07,12.04,12.04,9.51,9.51,9.51,9.51,9.51,9.51
2024/10/12,15,9.73,8.67,11.62,11.62,8.32,8.32,8.32,8.32,8.32,8.32
2024/10/12,16,9.19,8.66,11.01,11.01,8.32,8.32,8.32,8.32,8.32,8.32
2024/10/12,17,8,8.77,11,11,3,3,3,3,3,3
2024/10/12,18,5,8.65,8.65,8.65,2.5,2.5,2.5,2.5,2.5,0.01
2024/10/12,19,3,8.5,8.5,9.9,0.01,0.01,0.01,0.01,0.01,0.01
2024/10/12,20,0.02,8,8,8,0.01,0.01,0.01,0.01,0.01,0.01
2024/10/12,21,0.01,6,6,6,0.01,0.01,0.01,0.01,0.01,0.01
2024/10/12,22,0.01,5.01,5.01,5.01,0.01,0.01,0.01,0.01,0.01,0.01
2024/10/12,23,0.01,4,4,4,0.01,0.01,0.01,0.01,0.01,0.01
2024/10/12,24,0.01,4,4,4,0.01,0.01,0.01,0.01,0.01,0.01
2024/10/12,25,0.01,4,4,4,0.01,0.01,0.01,0.01,0.01,0.01
2024/10/12,26,0.01,5.01,5.01,5.01,0.01,0.01,0.01,0.01,0.01,0.01
2024/10/12,27,0.1,8.39,8.39,8.39,0.01,0.01,0.01,0.01,0.01,0.01
2024/10/12,28,2.1,6,8.61,11,0.01,0.01,0.01,0.01,0.01,0.01
2024/10/12,29,4,8.67,8.67,12.04,0.01,0.01,0.01,0.01,0.01,0.01
2024/10/12,30,8.62,8.7,8.7,12.15,1.12,1.12,1.12,1.12,1.12,0.01
2024/10/12,31,9,10.95,12.29,12.29,3.01,3.01,3.01,3.01,3.01,3.01
2024/10/12,32,10.31,12.38,12.38,12.38,8.63,8.63,8.63,8.63,8.63,8.63
2024/10/12,33,10.34,12.62,12.62,12.62,9.5,9.5,9.5,9.5,9.5,9.5
2024/10/12,34,11.59,13.12,13.12,13.12,10.69,10.69,10.69,10.69,10.69,10.69
2024/10/12,35,12.39,13.22,13.22,13.22,11.11,11.11,11.11,11.11,11.11,11.11
2024/10/12,36,12.63,13.45,13.45,13.45,10.94,10.94,10.94,10.94,10.94,10.94
2024/10/12,37,12.73,13.4,13.4,13.4,11,11,11,11,11,11
2024/10/12,38,12.37,12.93,12.93,12.93,11,11,11,11,11,11
2024/10/12,39,12.28,13.25,13.25,13.25,11.03,11.03,11.03,11.03,11.03,11.03
2024/10/12,40,12.04,12.81,12.81,12.81,10.69,10.69,10.69,10.69,10.69,10.69
2024/10/12,41,11.28,12.89,12.89,12.89,10.5,10.5,10.5,10.5,10.5,10.5
2024/10/12,42,11.01,12.8,12.8,12.8,10.33,10.33,10.33,10.33,10.33,10.33
2024/10/12,43,11,12.74,12.74,12.74,10.21,10.21,10.21,10.21,10.21,10.21
2024/10/12,44,10.95,10.95,12.71,12.71,9.92,9.92,9.92,9.92,9.92,9.92
2024/10/12,45,11.85,10.95,16,16,10.79,9.89,9.89,9.89,9.89,9.89
2024/10/12,46,11.11,10.81,13.69,13.69,9.14,9.14,9.14,9.14,9.14,9.14
2024/10/12,47,10.81,10.32,13.66,13.66,9.14,9.14,9.14,9.14,9.14,9.14
2024/10/12,48,10.45,9.37,13.17,13.17,8.53,8.53,8.53,8.53,8.53,8.53
2024/10/13,1,11.5,9.39,13.25,13.25,10.5,9.14,9.14,9.14,9.14,9.14
2024/10/13,2,10.95,9.69,13,13,10.13,9.06,9.06,9.06,9.06,9.06
2024/10/13,3,10.84,10.95,12.69,12.69,10.29,8.68,8.68,8.68,8.68,8.68
2024/10/13,4,10.67,10.95,12.71,12.71,10.28,8.63,8.63,8.63,8.63,8.63
2024/10/13,5,10.69,10.95,12.36,12.36,8.68,8.68,8.68,8.68,8.68,8.68
2024/10/13,6,11.4,12.38,12.38,12.38,10.2,9.64,9.64,9.64,9.64,9.64
2024/10/13,7,11.84,10.99,12.54,12.54,10.35,10.35,10.35,10.35,10.35,10.35
2024/10/13,8,11.94,12.69,12.69,12.69,10.5,10.5,10.5,10.5,10.5,10.5
2024/10/13,9,12.04,12.89,12.89,12.89,10.3,10.3,10.3,10.3,10.3,10.3
2024/10/13,10,12.04,13.02,13.02,13.02,10.9,10.9,10.9,10.9,10.9,10.9
2024/10/13,11,12.21,13.02,13.02,13.02,10.5,10.5,10.5,10.5,10.5,10.5
2024/10/13,12,12.13,12.81,12.81,12.81,10.31,10.31,10.31,10.31,10.31,10.31
2024/10/13,13,11.81,10.95,12.7,12.7,10.31,10.31,10.31,10.31,10.31,10.31
2024/10/13,14,10.31,8.72,8.95,12.05,10.31,10.31,10.31,10.31,10.31,10.31
2024/10/13,15,8.78,8.14,8.14,11.97,8.13,8.13,8.13,8.13,8.13,8.13
2024/10/13,16,7.65,3,3,11.84,1,1,1,1,1,1
2024/10/13,17,3,3,7.43,8.78,0.01,0.01,0.01,0.01,0.01,0.01
2024/10/13,18,0.19,0.01,7.41,8.78,0.01,0.01,0.01,0.01,0.01,0.01
2024/10/13,19,0.01,0.01,4,8.78,0.01,0.01,0.01,0.01,0.01,0.01
2024/10/13,20,0.01,0.02,0.02,8.78,0.01,0.01,0.01,0.01,0.01,0.01
2024/10/13,21,0.01,0.01,0.01,5.31,0.01,0.01,0.01,0.01,0.01,0.01
2024/10/13,22,0.01,0.01,0.01,5.21,0.01,0.01,0.01,0.01,0.01,0.01
2024/10/13,23,0.01,0.01,0.01,5.21,0.01,0.01,0.01,0.01,0.01,0.01
2024/10/13,24,0.01,0.01,0.01,5.21,0.01,0.01,0.01,0.01,0.01,0.01
2024/10/13,25,0.01,0.01,0.01,8,0.01,0.01,0.01,0.01,0.01,0.01
2024/10/13,26,0.01,0.01,0.01,8.78,0.01,0.01,0.01,0.01,0.01,0.01
2024/10/13,27,0.01,3.69,3.69,9.33,0.01,0.01,0.01,0.01,0.01,0.01
2024/10/13,28,0.01,7.49,7.49,9.48,0.01,0.01,0.01,0.01,0.01,0.01
2024/10/13,29,0.68,8.68,8.68,9.7,0.01,0.01,0.01,0.01,0.01,0.01
2024/10/13,30,7,8.69,8.69,11.68,1,1,1,1,1,0.01
2024/10/13,31,8.32,8.66,8.66,11.8,0.02,0.02,0.02,0.02,0.02,0.01
2024/10/13,32,9.15,10.95,12.04,12.04,3,3,3,3,3,3
2024/10/13,33,9.38,12.44,12.44,12.44,8.58,8.58,8.58,8.58,8.58,8.58
2024/10/13,34,11.72,13.06,13.06,13.06,10.65,10.65,10.65,10.65,10.65,10.65
2024/10/13,35,12.78,13.69,13.69,13.69,11,11,11,11,11,11
2024/10/13,36,13,14.03,14.03,14.03,11.11,11.11,11.11,11.11,11.11,11.11
2024/10/13,37,13.07,13.64,13.64,13.64,12,12,12,12,12,12
2024/10/13,38,12.94,14.5,14.5,14.5,11.72,11.72,11.72,11.72,11.72,11.72
2024/10/13,39,13.22,16.49,16.49,16.49,11.72,11.72,11.72,11.72,11.72,11.72
2024/10/13,40,12.89,16,16,16,10.91,10.91,10.91,10.91,10.91,10.91
2024/10/13,41,12.72,13.64,13.64,13.64,10.65,10.65,10.65,10.65,10.65,10.65
2024/10/13,42,12.12,13.06,13.06,13.06,10.83,10.83,10.83,10.83,10.83,10.83
2024/10/13,43,12.04,13.02,13.02,13.02,10.65,10.65,10.65,10.65,10.65,10.65
2024/10/13,44,11.72,13.13,13.13,13.13,10.45,10.45,10.45,10.45,10.45,10.45
2024/10/13,45,11.11,13.23,13.23,13.23,10,10,10,10,10,10
2024/10/13,46,11.11,13.01,13.01,13.01,10.09,10.09,10.09,10.09,10.09,10.09
2024/10/13,47,11,12.81,12.81,12.81,10.09,10.09,10.09,10.09,10.09,10.23
2024/10/13,48,9.93,12.7,12.7,12.7,8.79,8.79,8.79,8.79,8.79,9.62
2024/10/14,1,12,13.57,13.57,13.57,9.91,9.91,9.91,9.91,9.91,9.91
2024/10/14,2,11.28,13.35,13.35,13.35,9.3,9.3,9.3,9.3,9.3,9.3
2024/10/14,3,10.77,13,13,13,11.28,9.3,9.3,9.3,9.3,9.3
2024/10/14,4,10.31,13,13,13,9.14,9.14,9.14,9.14,9.14,9.14
2024/10/14,5,10.95,12.7,12.7,12.7,9.27,9.27,9.27,9.27,9.27,9.27
2024/10/14,6,11.54,13.31,13.31,13.31,11.28,9.93,9.93,9.93,9.93,9.93
2024/10/14,7,11.5,13.26,13.26,13.26,9.93,9.93,9.93,9.93,9.93,9.93
2024/10/14,8,11.53,13.15,13.15,13.15,9.44,9.44,9.44,9.44,9.44,9.44
2024/10/14,9,12.01,13.39,13.39,13.39,10.32,10.32,10.32,10.32,10.32,10.32
2024/10/14,10,12.05,13.51,13.51,13.51,11,11,11,11,11,11
2024/10/14,11,12.21,13.37,13.37,13.37,10.69,10.69,10.69,10.69,10.69,10.69
2024/10/14,12,12.19,13.39,13.39,13.39,10.05,10.05,10.05,10.05,10.05,10.05
2024/10/14,13,11.97,12.69,12.69,12.69,10.31,10.31,10.31,10.31,10.31,10.31
2024/10/14,14,11.05,11.23,11.95,12.38,9.59,9.59,9.59,9.59,9.59,9.59
2024/10/14,15,9.75,9.75,11.09,12.31,8.32,8.32,8.32,8.32,8.32,8.32
2024/10/14,16,9.18,8.66,8.76,12.05,8.32,8.32,8.32,8.32,8.32,8.32
2024/10/14,17,9,8.76,10.42,10.42,8.32,8.32,8.32,8.32,8.32,8.32
2024/10/14,18,8.76,8.76,9.96,10.42,8.53,8.53,8.53,8.53,8.53,8.53
2024/10/14,19,8.64,8.69,8.69,10.42,8.32,8.32,8.32,8.32,8.32,8.32
2024/10/14,20,8.24,8.67,8.67,10.42,5.73,5.73,5.73,5.73,5.73,5.73
2024/10/14,21,5.01,8.39,8.39,10.42,3.01,3.01,3.01,3.01,3.01,3.01
2024/10/14,22,5.01,8.36,8.36,10.42,1.16,1.16,1.16,1.16,1.16,1.16
2024/10/14,23,5.01,8.39,8.39,10.42,1,1,1,1,1,1
2024/10/14,24,5.01,8.38,8.38,10.42,1,1,1,1,1,1
2024/10/14,25,4.63,8.3,8.3,10.42,1,1,1,1,1,1
2024/10/14,26,6,8.4,8.4,10.42,3,3,3,3,3,3
2024/10/14,27,9.01,9.22,9.22,11.73,6.5,6.5,6.5,6.5,6.5,6.5
2024/10/14,28,10.09,8.67,12.04,12.04,8.74,8.74,8.74,8.74,8.74,8.74
2024/10/14,29,10.31,8.67,12.44,12.44,8.66,8.66,8.66,8.66,8.66,8.66
2024/10/14,30,10.42,10.95,12.44,12.44,10.08,10.08,10.08,10.08,10.08,10.08
2024/10/14,31,10.95,10.95,13,13,10.09,10.09,10.09,10.09,10.09,10.09
2024/10/14,32,12.21,13.74,13.74,13.74,10.65,10.65,10.65,10.65,10.65,10.65
2024/10/14,33,12.79,13.5,13.5,13.5,11.64,11.64,11.64,11.64,11.64,11.64
2024/10/14,34,14.17,17.58,17.58,17.58,12.88,12.88,12.88,12.88,12.88,12.88
2024/10/14,35,14.84,17.58,17.58,17.58,13.14,13.14,13.14,13.14,13.14,13.14
2024/10/14,36,16.12,17.7,17.7,17.7,13.69,13.69,13.69,13.69,13.69,13.69
2024/10/14,37,15.5,17.58,17.58,17.58,14,14,14,14,14,14
2024/10/14,38,14.07,17.51,17.51,17.51,13.13,13.13,13.13,13.13,13.13,13.13
2024/10/14,39,14.07,17.44,17.44,17.44,13.46,13.46,13.46,13.46,13.46,13.46
2024/10/14,40,13.47,17.44,17.44,17.44,13.13,13.13,13.13,13.13,13.13,13.13
2024/10/14,41,13.46,15.64,15.64,15.64,13.15,13.15,13.15,13.15,13.15,13.15
2024/10/14,42,12.93,13.35,13.35,13.35,12.08,12.08,12.08,12.08,12.08,12.08
2024/10/14,43,12.92,13.33,13.33,13.33,12,12,12,12,12,12
2024/10/14,44,12.79,10.95,13.22,13.22,11.35,11.35,11.35,11.35,11.35,11.35
2024/10/14,45,12.04,10.95,13.22,13.22,10.65,10.65,10.65,10.65,10.65,10.65
2024/10/14,46,11.51,10.95,13.22,13.22,10.09,10.09,10.09,10.09,10.09,10.09
2024/10/14,47,11,13.07,13.07,13.07,10.5,10.5,10.5,10.5,10.5,10.5
2024/10/14,48,10,10.95,12.93,12.93,9.19,9.19,9.19,9.19,9.19,9.19
2024/10/15,1,12.06,10.95,11.13,15.5,9.36,9.36,9.36,9.36,9.36,9.36
2024/10/15,2,11,9.85,9.85,13.66,10.29,8.92,8.92,8.92,8.92,8.92
2024/10/15,3,10.95,10.95,13.35,13.35,10.33,8.5,8.5,8.5,8.5,8.5
2024/10/15,4,10.75,10.95,12.89,12.89,11.43,8.5,8.5,8.5,8.5,8.5
2024/10/15,5,10.95,10.95,12.89,12.89,11.44,8.73,8.73,8.73,8.73,8.73
2024/10/15,6,10.95,10.95,12.81,12.81,10.5,8.84,8.84,8.84,8.84,8.84
2024/10/15,7,11.5,12.81,12.81,12.81,10.5,10,10,10,10,10
2024/10/15,8,11.99,12.89,12.89,12.89,10.65,10.65,10.65,10.65,10.65,10.65
2024/10/15,9,12.21,13.09,13.09,13.09,10.69,10.69,10.69,10.69,10.69,10.69
2024/10/15,10,12.44,13.59,13.59,13.59,12.44,11.01,11.01,11.01,11.01,11.01
2024/10/15,11,12.74,13.61,13.61,13.61,12.44,12.44,12.44,12.44,12.44,12.44
2024/10/15,12,12.81,13.61,13.61,13.61,12.44,12.44,12.44,12.44,12.44,12.44
2024/10/15,13,12.9,14.12,14.12,14.12,12.44,12.44,12.44,12.44,12.44,12.44
2024/10/15,14,12.46,10.95,12.84,12.84,11.58,11.58,11.58,11.58,11.58,11.58
2024/10/15,15,12.21,10.95,11.86,12.62,12.34,11.58,11.58,11.58,11.58,11.58
2024/10/15,16,11.97,9.74,9.74,12.23,10.95,10.95,10.95,10.95,10.95,10.95
2024/10/15,17,10.65,10.95,11.69,11.99,10.51,10.51,10.51,10.51,10.51,10.51
2024/10/15,18,10.64,10.95,11.06,11.99,10.65,10.65,10.65,10.65,10.65,10.65
2024/10/15,19,10.04,10.27,10.27,10.27,10.69,10.69,10.69,10.69,10.69,10.69
2024/10/15,20,10.01,10.01,10.01,10.01,10.69,10.69,10.69,10.69,10.69,10.69
2024/10/15,21,10.36,9.32,9.32,9.32,10.75,10.75,10.75,10.75,10.75,10.75
2024/10/15,22,9.93,8.76,8.76,8.76,10.53,10.53,10.53,10.53,10.53,10.53
2024/10/15,23,9.93,9.87,9.87,9.87,10.53,10.53,10.53,10.53,10.53,10.53
2024/10/15,24,9.37,8.76,8.76,8.76,10.53,10.53,10.53,10.53,10.53,10.53
2024/10/15,25,8.69,9.37,9.37,9.37,8.8,8.8,8.8,8.8,8.8,8.8
2024/10/15,26,9.25,9.51,11.19,11.19,9.81,9.81,9.81,9.81,9.81,9.81
2024/10/15,27,10.75,10.94,11.99,11.99,10.75,10.75,10.75,10.75,10.75,10.75
2024/10/15,28,11.01,12.51,12.51,12.51,10.75,10.75,10.75,10.75,10.75,10.75
2024/10/15,29,12.62,13,13,13,11.5,11.5,11.5,11.5,11.5,11.5
2024/10/15,30,14.33,17.22,17.22,17.22,13.61,13.61,13.61,13.61,13.61,13.61
2024/10/15,31,17.27,17.62,17.62,17.62,14.51,14.51,14.51,14.51,14.51,14.51
2024/10/15,32,19.7,20.67,20.67,20.67,19.7,19.7,19.7,19.7,19.7,19.7
2024/10/15,33,20.03,20.67,20.67,20.67,19.7,19.7,19.7,19.7,19.7,19.7
2024/10/15,34,20.67,20.67,20.67,20.67,19.7,19.7,19.7,19.7,19.7,19.7
2024/10/15,35,20,20.67,20.67,20.67,19.7,19.7,19.7,19.7,19.7,19.7
2024/10/15,36,19.7,20.67,20.67,20.67,19.7,19.7,19.7,19.7,19.7,19.7
2024/10/15,37,20.67,20.67,20.67,20.67,19.7,19.7,19.7,19.7,19.7,19.7
2024/10/15,38,19.7,20.67,20.67,20.67,19.35,19.35,19.35,19.35,19.35,19.35
2024/10/15,39,17.98,19.02,19.02,19.02,18.06,18.06,18.06,18.06,18.06,18.06
2024/10/15,40,17.62,17.63,17.63,17.63,15.42,15.42,15.42,15.42,15.42,15.42
2024/10/15,41,16.2,17.8,17.8,17.8,15,15,15,15,15,15
2024/10/15,42,14.07,17.56,17.56,17.56,12,12,12,12,12,12
2024/10/15,43,13,15.57,15.57,15.57,11.91,11.91,11.91,11.91,11.91,11.91
2024/10/15,44,12.71,14.32,14.32,14.32,11.01,11.01,11.01,11.01,11.01,11.01
2024/10/15,45,12.77,13.1,13.1,13.1,12.05,11.48,11.48,11.48,11.48,11.48
2024/10/15,46,10.88,11.78,13,13,11.99,10.5,10.5,10.5,10.5,10.5
2024/10/15,47,10.5,12.01,12.94,12.94,10.5,10.5,10.5,10.5,10.5,10.5
2024/10/15,48,10.03,10.95,13.13,13.13,9.36,9.36,9.36,9.36,9.36,9.36
2024/10/16,1,12.52,9.61,14.78,14.78,11,11,11,11,11,11
2024/10/16,2,12.37,9.69,13.6,13.6,10.69,10.69,10.69,10.69,10.69,10.69
2024/10/16,3,11.73,9.18,13.51,13.51,10.29,10.29,10.29,10.29,10.29,10.29
2024/10/16,4,11.5,10.95,13.51,13.51,10.19,10.19,10.19,10.19,10.19,10.19
2024/10/16,5,11.72,9.69,13.51,13.51,10.26,10.26,10.26,10.26,10.26,10.26
2024/10/16,6,11.45,10.95,13.48,13.48,10.07,10.07,10.07,10.07,10.07,10.07
2024/10/16,7,12,13.48,13.48,13.48,10.35,10.35,10.35,10.35,10.35,10.35
2024/10/16,8,12.32,13.5,13.5,13.5,10.34,10.34,10.34,10.34,10.34,10.34
2024/10/16,9,12.44,13.5,13.5,13.5,10.69,10.69,10.69,10.69,10.69,10.69
2024/10/16,10,12.7,13.65,13.65,13.65,11,11,11,11,11,11
2024/10/16,11,12.92,13.78,13.78,13.78,12.44,12.44,12.44,12.44,12.44,12.44
2024/10/16,12,13.51,10.95,14.57,14.57,12.46,12.46,12.46,12.46,12.46,12.46
2024/10/16,13,13.57,10.95,15.79,15.79,13.45,13.45,13.45,13.45,13.45,13.45
2024/10/16,14,13.43,10.95,14.78,14.78,13.74,13.74,13.74,13.74,13.74,13.74
2024/10/16,15,12.81,10.95,13.7,13.7,12,12,12,12,12,12
2024/10/16,16,12.8,9.69,13.59,13.59,11.58,11.58,11.58,11.58,11.58,11.58
2024/10/16,17,12.81,9.59,13.01,13.01,11.58,11.58,11.58,11.58,11.58,11.58
2024/10/16,18,13,9.63,13.13,13.13,13.13,13.13,13.13,13.13,13.13,13
2024/10/16,19,13.45,10.95,13.98,13.98,13.98,13.98,13.98,13.98,13.98,11.58
2024/10/16,20,13.02,11.15,13.22,13.22,13.97,13.97,13.97,13.97,13.97,11.58
2024/10/16,21,12.81,9.75,12.94,12.94,12.94,12.94,12.94,12.94,12.94,10.95
2024/10/16,22,12.81,8.67,13.01,13.01,13.01,13.01,13.01,13.01,13.01,10.95
2024/10/16,23,13,8.67,13.99,13.99,13.99,13.99,13.99,13.99,13.99,10.95
2024/10/16,24,12.81,8.67,13.88,13.88,12.5,12.5,12.5,12.5,12.5,10.75
2024/10/16,25,12.57,8.66,13.32,13.32,10.69,10.69,10.69,10.69,10.69,10.69
2024/10/16,26,12.69,8.66,13.53,13.53,10.75,10.75,10.75,10.75,10.75,10.75
2024/10/16,27,14,9.21,17.63,17.63,13.99,13.99,13.99,13.99,13.99,12.39
2024/10/16,28,18,9.6,20.63,20.63,17.43,17.43,17.43,17.43,17.43,15.77
2024/10/16,29,19.82,10.95,20.63,20.63,18.23,18.23,18.23,18.23,18.23,18.23
2024/10/16,30,20.63,10.95,20.63,20.63,19.82,19.82,19.82,19.82,19.82,19.82
2024/10/16,31,20.63,16.6,20.63,20.63,18.23,18.23,18.23,18.23,18.23,18.23
2024/10/16,32,20.63,20.63,20.63,20.63,20,20,20,20,20,20
2024/10/16,33,20.63,20.63,20.63,20.63,19.82,19.82,19.82,19.82,19.82,19.82
2024/10/16,34,20.63,20.63,20.63,20.63,19.82,19.82,19.82,19.82,19.82,19.82
2024/10/16,35,20.63,20.63,20.63,20.63,19.82,19.82,19.82,19.82,19.82,19.82
2024/10/16,36,20.63,20.63,20.63,20.63,19.35,19.35,19.35,19.35,19.35,19.35
2024/10/16,37,20.63,20.63,20.63,20.63,19,19,19,19,19,19
2024/10/16,38,20.63,20.63,20.63,20.63,18.23,18.23,18.23,18.23,18.23,18.23
2024/10/16,39,19.82,20.63,20.63,20.63,17.81,17.81,17.81,17.81,17.81,17.81
2024/10/16,40,18.23,20.63,20.63,20.63,15.28,15.28,15.28,15.28,15.28,15.28
2024/10/16,41,17.53,20.63,20.63,20.63,15,15,15,15,15,15
2024/10/16,42,16.49,20.01,20.01,20.01,13.99,13.99,13.99,13.99,13.99,13.99
2024/10/16,43,14,17.56,17.56,17.56,12.32,12.32,12.32,12.32,12.32,12.32
2024/10/16,44,13.02,14,14,14,11.13,11.13,11.13,11.13,11.13,11.13
2024/10/16,45,13.17,16.49,16.49,16.49,11.11,11.11,11.11,11.11,11.11,11.11
2024/10/16,46,12.84,16,16,16,10.75,10.75,10.75,10.75,10.75,10.75
2024/10/16,47,12.81,14.3,14.3,14.3,10.65,10.65,10.65,10.65,10.65,10.65
2024/10/16,48,12.71,12.73,15.33,15.33,10,10,10,10,10,10
2024/10/17,1,13.12,17.03,17.03,17.03,11.76,11.07,11.07,11.07,11.07,11.07
2024/10/17,2,12.81,13.51,13.51,13.51,11.52,10.69,10.69,10.69,10.69,10.69
2024/10/17,3,12.84,13.51,13.51,13.51,11.39,10.65,10.65,10.65,10.65,10.65
2024/10/17,4,12.76,13.51,13.51,13.51,11.39,10.64,10.64,10.64,10.64,10.64
2024/10/17,5,12.79,13.51,13.51,13.51,11.36,10.65,10.65,10.65,10.65,10.65
2024/10/17,6,12.81,13.51,13.51,13.51,11.31,10.64,10.64,10.64,10.64,10.64
2024/10/17,7,13,15,15,15,11.28,11.11,11.11,11.11,11.11,11.11
2024/10/17,8,13.33,16.01,16.01,16.01,11.45,11.45,11.45,11.45,11.45,11.45
2024/10/17,9,13.51,16.49,16.49,16.49,11.66,11.66,11.66,11.66,11.66,11.66
2024/10/17,10,13.51,17.03,17.03,17.03,11.72,11.72,11.72,11.72,11.72,11.72
2024/10/17,11,14.08,17.16,17.16,17.16,14.05,14.05,14.05,14.05,14.05,14.05
2024/10/17,12,14.51,17.2,17.2,17.2,14.08,14.08,14.08,14.08,14.08,14.08
2024/10/17,13,16,17.24,17.24,17.24,14.42,14.42,14.42,14.42,14.42,14.42
2024/10/17,14,14,15.79,15.79,15.79,14.05,14.05,14.05,14.05,14.05,14.05
2024/10/17,15,13,10.95,13.51,13.51,11.66,11.66,11.66,11.66,11.66,11.66
2024/10/17,16,12.5,10.5,10.5,13.51,10.69,10.69,10.69,10.69,10.69,10.69
2024/10/17,17,12.06,10.95,12.5,13.51,10.53,10.53,10.53,10.53,10.53,10.53
2024/10/17,18,12.39,9.61,11.61,13.51,10.69,10.69,10.69,10.69,10.69,10.69
2024/10/17,19,12.57,10.8,10.8,13.51,11,11,11,11,11,10.75
2024/10/17,20,12.48,9.94,9.94,13.51,10.69,10.69,10.69,10.69,10.69,10.69
2024/10/17,21,11.5,9.52,9.52,13.51,10.65,10.65,10.65,10.65,10.65,10.53
2024/10/17,22,11,9.52,9.52,13.51,10.64,10.64,10.64,10.64,10.64,10.53
2024/10/17,23,11,9.23,9.23,13.51,10.69,10.69,10.69,10.69,10.69,10.38
2024/10/17,24,10.75,8.29,8.29,13.23,10.65,10.65,10.65,10.65,10.65,10.38
2024/10/17,25,10.38,8.64,8.64,13.51,9.37,9.37,9.37,9.37,9.37,5.01
2024/10/17,26,10.53,8.76,8.82,13.23,10.5,10.5,10.5,10.5,10.5,5.01
2024/10/17,27,11.58,9.8,9.8,13.22,11.72,11.72,11.72,11.72,11.72,10.53
2024/10/17,28,12.8,9.25,12.8,17.43,11.72,11.72,11.72,11.72,11.72,10.53
2024/10/17,29,14.42,9.69,13.77,17.98,13,13,13,13,13,10.75
2024/10/17,30,19.04,10.95,20.91,20.91,18,18,18,18,18,12.39
2024/10/17,31,19.73,20.91,20.91,20.91,17.42,17.42,17.42,17.42,17.42,14.51
2024/10/17,32,20.91,20.91,20.91,20.91,20,20,20,20,20,19.35
2024/10/17,33,24,20.92,20.92,20.92,32.34,32.34,32.34,32.34,32.34,32.34
2024/10/17,34,32.34,21.25,21.25,21.25,32.34,32.34,32.34,32.34,32.34,32.34
2024/10/17,35,28.91,20.92,20.92,20.92,32.34,32.34,32.34,32.34,32.34,32.34
2024/10/17,36,28,20.92,20.92,20.92,32.34,32.34,32.34,32.34,32.34,32.34
2024/10/17,37,20.91,20.91,20.91,20.91,32.34,32.34,32.34,32.34,32.34,32.34
2024/10/17,38,20.91,20.91,20.91,20.91,19.06,19.06,19.06,19.06,19.06,19.06
2024/10/17,39,20.91,20.91,20.91,20.91,18.23,18.23,18.23,18.23,18.23,18.23
2024/10/17,40,19.73,20.91,20.91,20.91,16.4,16.4,16.4,16.4,16.4,16.4
2024/10/17,41,18.23,20.91,20.91,20.91,16.86,16.86,16.86,16.86,16.86,16.86
2024/10/17,42,17.43,19.73,19.73,19.73,14.42,14.42,14.42,14.42,14.42,14.42
2024/10/17,43,17.11,17.98,17.98,17.98,14.07,14.07,14.07,14.07,14.07,14.07
2024/10/17,44,16.46,17.98,17.98,17.98,12.04,12.04,12.04,12.04,12.04,12.04
2024/10/17,45,17,17.43,17.43,17.43,14.07,14.07,14.07,14.07,14.07,14.07
2024/10/17,46,15.22,17.43,17.43,17.43,12.84,12.84,12.84,12.84,12.84,12.84
2024/10/17,47,14.5,17.33,17.33,17.33,12.84,12.84,12.84,12.84,12.84,12.84
2024/10/17,48,13.51,17.29,17.29,17.29,11,11,11,11,11,11
2024/10/18,1,12.92,13.64,13.64,13.64,11.72,11.72,11.72,11.72,11.72,11.72
2024/10/18,2,12.77,13.64,13.64,13.64,12.05,12.05,12.05,12.05,12.05,12.05
2024/10/18,3,12.77,13.64,13.64,13.64,11.95,11.95,11.95,11.95,11.95,11.95
2024/10/18,4,12.63,13.51,13.51,13.51,11.5,11.5,11.5,11.5,11.5,11.5
2024/10/18,5,12.63,13.51,13.51,13.51,11.58,11.58,11.58,11.58,11.58,11.58
2024/10/18,6,12.63,13.51,13.51,13.51,11.5,11.5,11.5,11.5,11.5,11.5
2024/10/18,7,12.7,13.51,13.51,13.51,11.46,11.46,11.46,11.46,11.46,11.46
2024/10/18,8,12.8,13.63,13.63,13.63,11.72,11.72,11.72,11.72,11.72,11.72
2024/10/18,9,12.84,13.51,13.51,13.51,11.5,11.5,11.5,11.5,11.5,11.5
2024/10/18,10,13.15,13.64,13.64,13.64,12.02,12.02,12.02,12.02,12.02,12.02
